date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:15:00	40485/40485	---M-Z	200	added ('OK')	text/html	etag:%22263b-61c533be-0;gz%22	https://jarvee.com/video-tutorials-jarvee-social-media-automation-software/	C:/My%20Web%20Sites/jarvee/jarvee.com/video-tutorials-jarvee-social-media-automation-software/index.html	(from https://jarvee.com/)
11:15:01	6406/6406	---M-Z	200	added ('OK')	application/x-javascript	etag:%221906-61a9d16e-0;gz%22	https://jarvee.com/wp-includes/js/dist/vendor/regenerator-runtime.min.js?ver=0.13.7	C:/My%20Web%20Sites/jarvee/jarvee.com/wp-includes/js/dist/vendor/regenerator-runtime.minb36a.js	(from https://jarvee.com/)
11:15:01	32381/32381	---MCZ	200	added ('OK')	text/html	date:Fri,%2024%20Dec%202021%2004:15:00%20GMT	https://jarvee.com/get-now/	C:/My%20Web%20Sites/jarvee/jarvee.com/get-now/index.html	(from https://jarvee.com/)
11:15:01	53542/53542	---M-Z	200	added ('OK')	text/html	etag:%222d03-61c54482-0;gz%22	https://jarvee.com/blog/	C:/My%20Web%20Sites/jarvee/jarvee.com/blog/index.html	(from https://jarvee.com/)
11:15:01	16470/16470	---M-Z	200	added ('OK')	application/x-javascript	etag:%224056-61a9d16e-0;gz%22	https://jarvee.com/wp-includes/js/dist/vendor/wp-polyfill.min.js?ver=3.15.0	C:/My%20Web%20Sites/jarvee/jarvee.com/wp-includes/js/dist/vendor/wp-polyfill.min2c7c.js	(from https://jarvee.com/)
11:15:01	30357/30357	---M-Z	200	added ('OK')	text/html	etag:%22218e-61c54195-0;gz%22	https://jarvee.com/contact/	C:/My%20Web%20Sites/jarvee/jarvee.com/contact/index.html	(from https://jarvee.com/)
11:15:01	46399/46399	---M-Z	200	added ('OK')	text/html	etag:%223145-61c5465e-0;gz%22	https://jarvee.com/seo-vs-sem-what-to-choose-for-your-business/	C:/My%20Web%20Sites/jarvee/jarvee.com/seo-vs-sem-what-to-choose-for-your-business/index.html	(from https://jarvee.com/)
11:15:03	11862/11862	---M-Z	200	added ('OK')	application/x-javascript	etag:%222e56-61a9d188-0;gz%22	https://jarvee.com/wp-content/plugins/contact-form-7/includes/js/index.js?ver=5.5.3	C:/My%20Web%20Sites/jarvee/jarvee.com/wp-content/plugins/contact-form-7/includes/js/index5697.js	(from https://jarvee.com/)
11:15:03	707/707	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2024%20Dec%202021%2004:15:02%20GMT	http://jarvee.com/knowledge-base/get-free-vps-1-year/	C:/My%20Web%20Sites/jarvee/jarvee.com/knowledge-base/get-free-vps-1-year/index.html	(from https://jarvee.com/)
11:15:03	707/707	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2024%20Dec%202021%2004:15:02%20GMT	http://jarvee.com/jarvee-features/	C:/My%20Web%20Sites/jarvee/jarvee.com/jarvee-features/index.html	(from https://jarvee.com/)
11:15:03	707/707	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2024%20Dec%202021%2004:15:02%20GMT	http://jarvee.com/knowledge-base/recommended-vps/	C:/My%20Web%20Sites/jarvee/jarvee.com/knowledge-base/recommended-vps/index.html	(from https://jarvee.com/)
11:15:04	172354/172354	---M-Z	200	added ('OK')	text/html	etag:%22414b-61c5444d-0;gz%22	https://jarvee.com/knowledge-base/	C:/My%20Web%20Sites/jarvee/jarvee.com/knowledge-base/index.html	(from https://jarvee.com/)
11:15:04	39635/39635	---M-Z	200	added ('OK')	text/html	etag:%222ebe-61c53488-0;gz%22	https://jarvee.com/privacy-policy/	C:/My%20Web%20Sites/jarvee/jarvee.com/privacy-policy/index.html	(from https://jarvee.com/)
11:15:04	2635/2635	---M-Z	200	added ('OK')	application/x-javascript	etag:%22a4b-6091a9b6-0;gz%22	https://jarvee.com/wp-content/plugins/monarch/js/idle-timer.min.js?ver=1.4.14	C:/My%20Web%20Sites/jarvee/jarvee.com/wp-content/plugins/monarch/js/idle-timer.min22d6.js	(from https://jarvee.com/)
11:15:05	28757/28757	---M-Z	200	added ('OK')	text/html	etag:%221f3c-61c53474-0;gz%22	https://jarvee.com/advertising-opportunities/	C:/My%20Web%20Sites/jarvee/jarvee.com/advertising-opportunities/index.html	(from https://jarvee.com/)
11:15:05	55337/55337	---M-Z	200	added ('OK')	text/html	etag:%2244ba-61c5348b-0;gz%22	https://jarvee.com/terms-of-service/	C:/My%20Web%20Sites/jarvee/jarvee.com/terms-of-service/index.html	(from https://jarvee.com/)
11:15:05	26709/26709	---M-Z	200	added ('OK')	application/x-javascript	etag:%226855-6091a9b6-0;gz%22	https://jarvee.com/wp-content/plugins/monarch/js/custom.js?ver=1.4.14	C:/My%20Web%20Sites/jarvee/jarvee.com/wp-content/plugins/monarch/js/custom22d6.js	(from https://jarvee.com/)
11:15:05	54502/54502	---MCZ	200	added ('OK')	text/html	etag:%22a36826c8900eae51ba09b49621f9849f%22	https://jarvee.com/jarvee-coms-essay-writing-competition/	C:/My%20Web%20Sites/jarvee/jarvee.com/jarvee-coms-essay-writing-competition/index.html	(from https://jarvee.com/)
11:15:05	1480/1480	---M-Z	200	added ('OK')	application/x-javascript	etag:%225c8-61a9d16e-0;gz%22	https://jarvee.com/wp-includes/js/hoverIntent.min.js?ver=1.10.1	C:/My%20Web%20Sites/jarvee/jarvee.com/wp-includes/js/hoverIntent.min73b9.js	(from https://jarvee.com/)
11:15:06	4499/4499	---M-Z	200	added ('OK')	application/x-javascript	etag:%221193-618b99d6-0;gz%22	https://jarvee.com/wp-content/themes/genesis/lib/js/menu/superfish.min.js?ver=1.7.10	C:/My%20Web%20Sites/jarvee/jarvee.com/wp-content/themes/genesis/lib/js/menu/superfish.mina71a.js	(from https://jarvee.com/)
11:15:06	46001/46001	---MCZ	200	added ('OK')	text/html	etag:%224666bc6678fbb08fce4197bd24af959f%22	https://jarvee.com/how-to-find-an-affordable-podcast-hosting-platform/	C:/My%20Web%20Sites/jarvee/jarvee.com/how-to-find-an-affordable-podcast-hosting-platform/index.html	(from https://jarvee.com/)
11:15:06	132/132	---M--	200	added ('OK')	application/x-javascript	etag:%2284-618b99d6-0;;;%22	https://jarvee.com/wp-content/themes/genesis/lib/js/menu/superfish.args.min.js?ver=3.3.5	C:/My%20Web%20Sites/jarvee/jarvee.com/wp-content/themes/genesis/lib/js/menu/superfish.args.min46df.js	(from https://jarvee.com/)
11:15:06	386/386	---M-Z	200	added ('OK')	application/x-javascript	etag:%22182-618b99d6-0;gz%22	https://jarvee.com/wp-content/themes/genesis/lib/js/skip-links.min.js?ver=3.3.5	C:/My%20Web%20Sites/jarvee/jarvee.com/wp-content/themes/genesis/lib/js/skip-links.min46df.js	(from https://jarvee.com/)
11:15:06	49905/49905	---MCZ	200	added ('OK')	text/html	etag:%22895137c3683ffd29bcf01f91940af567%22	https://jarvee.com/the-important-relativity-between-a-product-strategy-and-a-marketing-strategy/	C:/My%20Web%20Sites/jarvee/jarvee.com/the-important-relativity-between-a-product-strategy-and-a-marketing-strategy/index.html	(from https://jarvee.com/)
11:15:07	4873/4873	---M-Z	200	added ('OK')	application/x-javascript	etag:%221309-59580fa6-0;gz%22	https://jarvee.com/wp-content/themes/kickstart-pro/js/responsive-menu.js?ver=1.3.7	C:/My%20Web%20Sites/jarvee/jarvee.com/wp-content/themes/kickstart-pro/js/responsive-menu52d0.js	(from https://jarvee.com/)
11:15:07	1343/1343	---M-Z	200	added ('OK')	application/x-javascript	etag:%2253f-6091a9b6-0;gz%22	https://jarvee.com/wp-content/plugins/monarch/core/admin/js/common.js?ver=4.9.3	C:/My%20Web%20Sites/jarvee/jarvee.com/wp-content/plugins/monarch/core/admin/js/common6959.js	(from https://jarvee.com/)
11:15:07	884/884	---MC-	200	added ('OK')	text/javascript	date:Fri,%2024%20Dec%202021%2004:15:07%20GMT	https://www.google.com/recaptcha/api.js?render=6LdxBI4UAAAAAPR2zvJ_UQotZMaRq28AF4uQBDEu&ver=3.0	C:/My%20Web%20Sites/jarvee/www.google.com/recaptcha/apia2bf.js	(from https://jarvee.com/)
11:15:07	934/934	---M-Z	200	added ('OK')	application/x-javascript	etag:%223a6-61a9d188-0;gz%22	https://jarvee.com/wp-content/plugins/contact-form-7/modules/recaptcha/index.js?ver=5.5.3	C:/My%20Web%20Sites/jarvee/jarvee.com/wp-content/plugins/contact-form-7/modules/recaptcha/index5697.js	(from https://jarvee.com/)
11:15:08	1426/1426	---M-Z	200	added ('OK')	application/x-javascript	etag:%22592-61a9d16e-0;gz%22	https://jarvee.com/wp-includes/js/wp-embed.min.js?ver=5.8.2	C:/My%20Web%20Sites/jarvee/jarvee.com/wp-includes/js/wp-embed.min080f.js	(from https://jarvee.com/)
11:15:08	6682/6682	---M--	200	added ('OK')	image/png	etag:%221a1a-61a9d207-0;;;%22	https://jarvee.com/wp-content/plugins/wp-video-lightbox/images/prettyPhoto/default/sprite.png	C:/My%20Web%20Sites/jarvee/jarvee.com/wp-content/plugins/wp-video-lightbox/images/prettyPhoto/default/sprite.png	(from https://jarvee.com/wp-content/plugins/wp-video-lightbox/css/prettyPhoto.css?ver=5.8.2)
11:15:08	1097/1097	---M--	200	added ('OK')	image/png	etag:%22449-61a9d207-0;;;%22	https://jarvee.com/wp-content/plugins/wp-video-lightbox/images/prettyPhoto/default/sprite_x.png	C:/My%20Web%20Sites/jarvee/jarvee.com/wp-content/plugins/wp-video-lightbox/images/prettyPhoto/default/sprite_x.png	(from https://jarvee.com/wp-content/plugins/wp-video-lightbox/css/prettyPhoto.css?ver=5.8.2)
11:15:09	1162/1162	---M--	200	added ('OK')	image/png	etag:%2248a-61a9d207-0;;;%22	https://jarvee.com/wp-content/plugins/wp-video-lightbox/images/prettyPhoto/default/sprite_y.png	C:/My%20Web%20Sites/jarvee/jarvee.com/wp-content/plugins/wp-video-lightbox/images/prettyPhoto/default/sprite_y.png	(from https://jarvee.com/wp-content/plugins/wp-video-lightbox/css/prettyPhoto.css?ver=5.8.2)
11:15:09	1358/1358	---M--	200	added ('OK')	image/png	etag:%2254e-61a9d207-0;;;%22	https://jarvee.com/wp-content/plugins/wp-video-lightbox/images/prettyPhoto/default/sprite_next.png	C:/My%20Web%20Sites/jarvee/jarvee.com/wp-content/plugins/wp-video-lightbox/images/prettyPhoto/default/sprite_next.png	(from https://jarvee.com/wp-content/plugins/wp-video-lightbox/css/prettyPhoto.css?ver=5.8.2)
11:15:09	1376/1376	---M--	200	added ('OK')	image/png	etag:%22560-61a9d207-0;;;%22	https://jarvee.com/wp-content/plugins/wp-video-lightbox/images/prettyPhoto/default/sprite_prev.png	C:/My%20Web%20Sites/jarvee/jarvee.com/wp-content/plugins/wp-video-lightbox/images/prettyPhoto/default/sprite_prev.png	(from https://jarvee.com/wp-content/plugins/wp-video-lightbox/css/prettyPhoto.css?ver=5.8.2)
11:15:09	1537/1537	---M--	200	added ('OK')	image/png	etag:%22601-61a9d207-0;;;%22	https://jarvee.com/wp-content/plugins/wp-video-lightbox/images/prettyPhoto/default/default_thumb.png	C:/My%20Web%20Sites/jarvee/jarvee.com/wp-content/plugins/wp-video-lightbox/images/prettyPhoto/default/default_thumb.png	(from https://jarvee.com/wp-content/plugins/wp-video-lightbox/css/prettyPhoto.css?ver=5.8.2)
11:15:10	6331/6331	---M--	200	added ('OK')	image/gif	etag:%2218bb-61a9d207-0;;;%22	https://jarvee.com/wp-content/plugins/wp-video-lightbox/images/prettyPhoto/default/loader.gif	C:/My%20Web%20Sites/jarvee/jarvee.com/wp-content/plugins/wp-video-lightbox/images/prettyPhoto/default/loader.gif	(from https://jarvee.com/wp-content/plugins/wp-video-lightbox/css/prettyPhoto.css?ver=5.8.2)
11:15:10	4099/4099	---M--	200	added ('OK')	image/png	etag:%221003-61a9d207-0;;;%22	https://jarvee.com/wp-content/plugins/wp-video-lightbox/images/prettyPhoto/light_rounded/sprite.png	C:/My%20Web%20Sites/jarvee/jarvee.com/wp-content/plugins/wp-video-lightbox/images/prettyPhoto/light_rounded/sprite.png	(from https://jarvee.com/wp-content/plugins/wp-video-lightbox/css/prettyPhoto.css?ver=5.8.2)
11:15:10	1411/1411	---M--	200	added ('OK')	image/png	etag:%22583-61a9d207-0;;;%22	https://jarvee.com/wp-content/plugins/wp-video-lightbox/images/prettyPhoto/light_rounded/btnNext.png	C:/My%20Web%20Sites/jarvee/jarvee.com/wp-content/plugins/wp-video-lightbox/images/prettyPhoto/light_rounded/btnNext.png	(from https://jarvee.com/wp-content/plugins/wp-video-lightbox/css/prettyPhoto.css?ver=5.8.2)
11:15:11	1442/1442	---M--	200	added ('OK')	image/png	etag:%225a2-61a9d207-0;;;%22	https://jarvee.com/wp-content/plugins/wp-video-lightbox/images/prettyPhoto/light_rounded/btnPrevious.png	C:/My%20Web%20Sites/jarvee/jarvee.com/wp-content/plugins/wp-video-lightbox/images/prettyPhoto/light_rounded/btnPrevious.png	(from https://jarvee.com/wp-content/plugins/wp-video-lightbox/css/prettyPhoto.css?ver=5.8.2)
11:15:11	4076/4076	---M--	200	added ('OK')	image/png	etag:%22fec-61a9d207-0;;;%22	https://jarvee.com/wp-content/plugins/wp-video-lightbox/images/prettyPhoto/dark_rounded/sprite.png	C:/My%20Web%20Sites/jarvee/jarvee.com/wp-content/plugins/wp-video-lightbox/images/prettyPhoto/dark_rounded/sprite.png	(from https://jarvee.com/wp-content/plugins/wp-video-lightbox/css/prettyPhoto.css?ver=5.8.2)
11:15:11	130/130	---M--	200	added ('OK')	image/png	etag:%2282-61a9d207-0;;;%22	https://jarvee.com/wp-content/plugins/wp-video-lightbox/images/prettyPhoto/dark_rounded/contentPattern.png	C:/My%20Web%20Sites/jarvee/jarvee.com/wp-content/plugins/wp-video-lightbox/images/prettyPhoto/dark_rounded/contentPattern.png	(from https://jarvee.com/wp-content/plugins/wp-video-lightbox/css/prettyPhoto.css?ver=5.8.2)
11:15:11	1411/1411	---M--	200	added ('OK')	image/png	etag:%22583-61a9d207-0;;;%22	https://jarvee.com/wp-content/plugins/wp-video-lightbox/images/prettyPhoto/dark_rounded/btnNext.png	C:/My%20Web%20Sites/jarvee/jarvee.com/wp-content/plugins/wp-video-lightbox/images/prettyPhoto/dark_rounded/btnNext.png	(from https://jarvee.com/wp-content/plugins/wp-video-lightbox/css/prettyPhoto.css?ver=5.8.2)
11:15:12	1442/1442	---M--	200	added ('OK')	image/png	etag:%225a2-61a9d207-0;;;%22	https://jarvee.com/wp-content/plugins/wp-video-lightbox/images/prettyPhoto/dark_rounded/btnPrevious.png	C:/My%20Web%20Sites/jarvee/jarvee.com/wp-content/plugins/wp-video-lightbox/images/prettyPhoto/dark_rounded/btnPrevious.png	(from https://jarvee.com/wp-content/plugins/wp-video-lightbox/css/prettyPhoto.css?ver=5.8.2)
11:15:12	2545/2545	---M--	200	added ('OK')	image/gif	etag:%229f1-61a9d207-0;;;%22	https://jarvee.com/wp-content/plugins/wp-video-lightbox/images/prettyPhoto/dark_rounded/loader.gif	C:/My%20Web%20Sites/jarvee/jarvee.com/wp-content/plugins/wp-video-lightbox/images/prettyPhoto/dark_rounded/loader.gif	(from https://jarvee.com/wp-content/plugins/wp-video-lightbox/css/prettyPhoto.css?ver=5.8.2)
